Unique ID,3-Year Period,Cause of Death,Race,Hispanic or Latino  Origin,Gender,"Age-Adjusted Rate per 100,000 Population",Lower 95% Confidence Interval,Upper 95% Confidence Interval
A2006200849221,2006-2008,Operations of war and their sequelae,Black,Hispanic,Male,0.0,0.0,54.9
A2006200849222,2006-2008,Operations of war and their sequelae,Black,Hispanic,Female,0.0,0.0,25.7
A2006200849300,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200849301,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200849302,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200849310,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200849311,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200849312,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200849320,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200849321,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200849322,2006-2008,Operations of war and their sequelae,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200849400,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Total,Total,0.0,0.0,0.6
A2006200849401,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Total,Male,0.0,0.0,1.3
A2006200849402,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Total,Female,0.0,0.0,1.1
A2006200849410,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.6
A2006200849411,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.3
A2006200849412,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.2
A2006200849420,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200849421,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200849422,2006-2008,Operations of war and their sequelae,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200850000,2006-2008,Complications of medical and surgical care,Total,Total,Total,0.6,0.4,0.9
A2006200850001,2006-2008,Complications of medical and surgical care,Total,Total,Male,,,
A2006200850002,2006-2008,Complications of medical and surgical care,Total,Total,Female,,,
A2006200850010,2006-2008,Complications of medical and surgical care,Total,Not Hispanic,Total,0.7,0.4,1.0
A2006200850011,2006-2008,Complications of medical and surgical care,Total,Not Hispanic,Male,,,
A2006200850012,2006-2008,Complications of medical and surgical care,Total,Not Hispanic,Female,,,
A2006200850020,2006-2008,Complications of medical and surgical care,Total,Hispanic,Total,0.0,0.0,0.8
A2006200850021,2006-2008,Complications of medical and surgical care,Total,Hispanic,Male,0.0,0.0,2.1
A2006200850022,2006-2008,Complications of medical and surgical care,Total,Hispanic,Female,0.0,0.0,1.3
A2006200850100,2006-2008,Complications of medical and surgical care,White,Total,Total,0.6,0.3,1.0
A2006200850101,2006-2008,Complications of medical and surgical care,White,Total,Male,,,
A2006200850102,2006-2008,Complications of medical and surgical care,White,Total,Female,,,
A2006200850110,2006-2008,Complications of medical and surgical care,White,Not Hispanic,Total,0.7,0.3,1.1
A2006200850111,2006-2008,Complications of medical and surgical care,White,Not Hispanic,Male,,,
A2006200850112,2006-2008,Complications of medical and surgical care,White,Not Hispanic,Female,,,
A2006200850120,2006-2008,Complications of medical and surgical care,White,Hispanic,Total,0.0,0.0,0.8
A2006200850121,2006-2008,Complications of medical and surgical care,White,Hispanic,Male,0.0,0.0,2.3
A2006200850122,2006-2008,Complications of medical and surgical care,White,Hispanic,Female,0.0,0.0,1.4
A2006200850200,2006-2008,Complications of medical and surgical care,Black,Total,Total,,,
A2006200850201,2006-2008,Complications of medical and surgical care,Black,Total,Male,,,
A2006200850202,2006-2008,Complications of medical and surgical care,Black,Total,Female,,,
A2006200850210,2006-2008,Complications of medical and surgical care,Black,Not Hispanic,Total,,,
A2006200850211,2006-2008,Complications of medical and surgical care,Black,Not Hispanic,Male,,,
A2006200850212,2006-2008,Complications of medical and surgical care,Black,Not Hispanic,Female,,,
A2006200850220,2006-2008,Complications of medical and surgical care,Black,Hispanic,Total,0.0,0.0,16.3
A2006200850221,2006-2008,Complications of medical and surgical care,Black,Hispanic,Male,0.0,0.0,54.9
A2006200850222,2006-2008,Complications of medical and surgical care,Black,Hispanic,Female,0.0,0.0,25.7
A2006200850300,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200850301,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200850302,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200850310,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200850311,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200850312,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200850320,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200850321,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200850322,2006-2008,Complications of medical and surgical care,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200850400,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Total,Total,,,
A2006200850401,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Total,Male,,,
A2006200850402,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Total,Female,,,
A2006200850410,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200850411,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200850412,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200850420,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200850421,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200850422,2006-2008,Complications of medical and surgical care,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200851000,2006-2008,Events of undetermined intent,Total,Total,Total,5.3,4.5,6.1
A2006200851001,2006-2008,Events of undetermined intent,Total,Total,Male,8.5,7.0,10.1
A2006200851002,2006-2008,Events of undetermined intent,Total,Total,Female,2.2,1.5,3.0
A2006200851010,2006-2008,Events of undetermined intent,Total,Not Hispanic,Total,5.9,4.9,6.9
A2006200851011,2006-2008,Events of undetermined intent,Total,Not Hispanic,Male,9.6,7.8,11.4
A2006200851012,2006-2008,Events of undetermined intent,Total,Not Hispanic,Female,2.6,1.7,3.4
A2006200851020,2006-2008,Events of undetermined intent,Total,Hispanic,Total,,,
A2006200851021,2006-2008,Events of undetermined intent,Total,Hispanic,Male,,,
A2006200851022,2006-2008,Events of undetermined intent,Total,Hispanic,Female,0.0,0.0,1.3
A2006200851100,2006-2008,Events of undetermined intent,White,Total,Total,6.7,5.6,7.9
A2006200851101,2006-2008,Events of undetermined intent,White,Total,Male,10.9,8.7,13.0
A2006200851102,2006-2008,Events of undetermined intent,White,Total,Female,2.7,1.7,3.7
A2006200851110,2006-2008,Events of undetermined intent,White,Not Hispanic,Total,8.0,6.5,9.5
A2006200851111,2006-2008,Events of undetermined intent,White,Not Hispanic,Male,13.1,10.4,15.9
A2006200851112,2006-2008,Events of undetermined intent,White,Not Hispanic,Female,3.3,2.0,4.6
A2006200851120,2006-2008,Events of undetermined intent,White,Hispanic,Total,,,
A2006200851121,2006-2008,Events of undetermined intent,White,Hispanic,Male,,,
A2006200851122,2006-2008,Events of undetermined intent,White,Hispanic,Female,0.0,0.0,1.4
A2006200851200,2006-2008,Events of undetermined intent,Black,Total,Total,3.6,1.9,5.4
A2006200851201,2006-2008,Events of undetermined intent,Black,Total,Male,5.6,2.3,9.0
A2006200851202,2006-2008,Events of undetermined intent,Black,Total,Female,,,
A2006200851210,2006-2008,Events of undetermined intent,Black,Not Hispanic,Total,3.8,2.1,5.6
A2006200851211,2006-2008,Events of undetermined intent,Black,Not Hispanic,Male,,,
A2006200851212,2006-2008,Events of undetermined intent,Black,Not Hispanic,Female,,,
A2006200851220,2006-2008,Events of undetermined intent,Black,Hispanic,Total,0.0,0.0,16.3
A2006200851221,2006-2008,Events of undetermined intent,Black,Hispanic,Male,0.0,0.0,54.9
A2006200851222,2006-2008,Events of undetermined intent,Black,Hispanic,Female,0.0,0.0,25.7
A2006200851300,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200851301,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200851302,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200851310,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200851311,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200851312,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200851320,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200851321,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200851322,2006-2008,Events of undetermined intent,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200851400,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Total,Total,,,
A2006200851401,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Total,Male,,,
A2006200851402,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Total,Female,,,
A2006200851410,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200851411,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200851412,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200851420,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200851421,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200851422,2006-2008,Events of undetermined intent,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200852000,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Total,Total,3.4,2.7,4.1
A2006200852001,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Total,Male,3.1,2.2,4.1
A2006200852002,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Total,Female,3.5,2.6,4.5
A2006200852010,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Not Hispanic,Total,3.7,3.0,4.5
A2006200852011,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Not Hispanic,Male,3.4,2.3,4.5
A2006200852012,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Not Hispanic,Female,4.0,2.9,5.0
A2006200852020,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Hispanic,Total,,,
A2006200852021,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Hispanic,Male,,,
A2006200852022,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Total,Hispanic,Female,,,
A2006200852100,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Total,Total,3.0,2.3,3.7
A2006200852101,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Total,Male,2.6,1.6,3.7
A2006200852102,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Total,Female,3.1,2.1,4.1
A2006200852110,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Not Hispanic,Total,3.3,2.5,4.2
A2006200852111,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Not Hispanic,Male,3.0,1.8,4.3
A2006200852112,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Not Hispanic,Female,3.5,2.3,4.7
A2006200852120,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Hispanic,Total,,,
A2006200852121,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Hispanic,Male,,,
A2006200852122,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",White,Hispanic,Female,,,
A2006200852200,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Total,Total,4.4,2.3,6.5
A2006200852201,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Total,Male,,,
A2006200852202,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Total,Female,,,
A2006200852210,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Not Hispanic,Total,4.6,2.4,6.8
A2006200852211,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Not Hispanic,Male,,,
A2006200852212,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Not Hispanic,Female,,,
A2006200852220,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Hispanic,Total,,,
A2006200852221,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Hispanic,Male,,,
A2006200852222,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Black,Hispanic,Female,0.0,0.0,25.7
A2006200852300,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200852301,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200852302,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200852310,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200852311,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200852312,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200852320,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200852321,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200852322,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200852400,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Total,Total,,,
A2006200852401,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Total,Male,,,
A2006200852402,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Total,Female,,,
A2006200852410,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200852411,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200852412,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200852420,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200852421,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200852422,2006-2008,"Symptoms, signs, and abnormal clinical and laboratory findings",Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200853000,2006-2008,All other diseases (residual),Total,Total,Total,63.9,61.1,66.8
A2006200853001,2006-2008,All other diseases (residual),Total,Total,Male,63.2,58.5,67.8
